Start (s),End (s),Scientific name,Common name,Confidence,File
15,18,Litoria peronii,Peron's Tree Frog,0.9998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231217_154300.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9986,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231217_154300.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9978,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9939,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9988,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9886,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9948,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094100.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9951,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9942,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9979,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9956,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9996,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9734,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9936,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9997,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094600.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9648,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9914,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9996,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9997,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.5344,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_094800.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
3,6,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9827,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9994,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9982,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_095900.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9996,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
3,6,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9953,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9974,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_100600.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9996,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9872,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9997,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.9994,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_103700.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9988,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
18,21,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9991,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9975,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_105600.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
3,6,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
18,21,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_110100.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
3,6,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
18,21,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_111800.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
3,6,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
18,21,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
24,27,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_112500.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9662,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
12,15,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9988,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
18,21,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9974,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9991,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121100.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9998,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9999,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_121200.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
3,6,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
9,12,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9995,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
15,18,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
21,24,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9912,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
27,30,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_125400.WAV
0,3,Litoria peronii,Peron's Tree Frog,0.9934,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
3,6,Litoria peronii,Peron's Tree Frog,0.9854,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
6,9,Litoria peronii,Peron's Tree Frog,0.9995,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
9,12,Litoria peronii,Peron's Tree Frog,0.9989,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.9869,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9568,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
18,21,Litoria peronii,Peron's Tree Frog,0.8871,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9386,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
24,27,Litoria peronii,Peron's Tree Frog,0.9996,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.951,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132400.WAV
6,9,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132700.WAV
12,15,Litoria peronii,Peron's Tree Frog,0.7314,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132700.WAV
15,18,Litoria peronii,Peron's Tree Frog,0.9969,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132700.WAV
21,24,Litoria peronii,Peron's Tree Frog,0.9945,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132700.WAV
27,30,Litoria peronii,Peron's Tree Frog,0.7745,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_132700.WAV
0,3,Litoria peronii,Peron's Tree Frog,1,E:/Paul Stuff/full_audiofiles_frogs/data\Litoria peronii_Peron's Tree Frog-AUVIC_Railway_Pond_20231218_133100.WAV
